	Age	Cell_Line	Treatment	StopReason	G1S_Age_1	G1S_Age_2	CloneID	TrackID	Generation	TP53
218	1.38541667e+00	MCF7	control	Division	1.04896313e+00	       NaN	2.40000000e+01	1.00000000e+00	0.00000000e+00	wt
219	7.18750000e-01	MCF7	control	Division	4.03014593e-01	       NaN	2.40000000e+01	2.00000000e+00	1.00000000e+00	wt
220	7.18750000e-01	MCF7	control	Division	4.00710445e-01	       NaN	2.40000000e+01	3.00000000e+00	1.00000000e+00	wt
221	2.70833333e-01	MCF7	control	Division	       NaN	       NaN	2.50000000e+01	1.00000000e+00	0.00000000e+00	wt
222	1.00000000e+00	MCF7	control	Division	5.53312212e-01	       NaN	2.50000000e+01	2.00000000e+00	1.00000000e+00	wt
223	9.89583333e-01	MCF7	control	Division	5.58842166e-01	       NaN	2.50000000e+01	3.00000000e+00	1.00000000e+00	wt
224	5.52083333e-01	MCF7	control	Division	3.52534563e-02	       NaN	2.60000000e+01	1.00000000e+00	0.00000000e+00	wt
225	9.47916667e-01	MCF7	control	Division	5.27361751e-01	       NaN	2.60000000e+01	2.00000000e+00	1.00000000e+00	wt
226	9.27083333e-01	MCF7	control	Division	5.46947005e-01	       NaN	2.60000000e+01	3.00000000e+00	1.00000000e+00	wt
227	3.70833333e+00	MCF7	control	Not complete	       NaN	       NaN	2.70000000e+01	1.00000000e+00	0.00000000e+00	wt
228	2.60416667e-01	MCF7	control	Division	       NaN	       NaN	2.80000000e+01	1.00000000e+00	0.00000000e+00	wt
229	8.33333333e-01	MCF7	control	Division	4.44143625e-01	       NaN	2.80000000e+01	2.00000000e+00	1.00000000e+00	wt
230	8.43750000e-01	MCF7	control	Division	4.34927035e-01	       NaN	2.80000000e+01	3.00000000e+00	1.00000000e+00	wt
231	4.79166667e-01	MCF7	control	Division	       NaN	       NaN	2.90000000e+01	1.00000000e+00	0.00000000e+00	wt
232	1.12500000e+00	MCF7	control	Division	6.68020353e-01	       NaN	2.90000000e+01	2.00000000e+00	1.00000000e+00	wt
233	8.64583333e-01	MCF7	control	Division	4.85301459e-01	       NaN	2.90000000e+01	3.00000000e+00	1.00000000e+00	wt
234	2.29166667e-01	MCF7	control	Division	       NaN	       NaN	3.00000000e+01	1.00000000e+00	0.00000000e+00	wt
235	1.07291667e+00	MCF7	control	Division	3.73780722e-01	       NaN	3.00000000e+01	2.00000000e+00	1.00000000e+00	wt
236	8.85416667e-01	MCF7	control	Division	3.78619432e-01	       NaN	3.00000000e+01	3.00000000e+00	1.00000000e+00	wt
237	1.87500000e-01	MCF7	control	Division	       NaN	       NaN	3.10000000e+01	1.00000000e+00	0.00000000e+00	wt
238	8.95833333e-01	MCF7	control	Division	5.13834486e-01	       NaN	3.10000000e+01	2.00000000e+00	1.00000000e+00	wt
239	8.12500000e-01	MCF7	control	Division	4.56230799e-01	       NaN	3.10000000e+01	3.00000000e+00	1.00000000e+00	wt
240	1.97916667e-01	MCF7	control	Division	       NaN	       NaN	3.20000000e+01	1.00000000e+00	0.00000000e+00	wt
241	8.64583333e-01	MCF7	control	Division	5.04339478e-01	       NaN	3.20000000e+01	2.00000000e+00	1.00000000e+00	wt
242	1.43750000e+00	MCF7	control	Division	1.12162058e+00	       NaN	3.20000000e+01	3.00000000e+00	1.00000000e+00	wt
243	3.22916667e-01	MCF7	control	Division	       NaN	       NaN	3.30000000e+01	1.00000000e+00	0.00000000e+00	wt
244	1.01041667e+00	MCF7	control	Division	5.95238095e-01	       NaN	3.30000000e+01	2.00000000e+00	1.00000000e+00	wt
245	1.02083333e+00	MCF7	control	Division	5.37173579e-01	       NaN	3.30000000e+01	3.00000000e+00	1.00000000e+00	wt
246	8.54166667e-01	MCF7	control	Division	3.05299539e-01	       NaN	3.40000000e+01	1.00000000e+00	0.00000000e+00	wt
247	1.41666667e+00	MCF7	control	Division	8.88412058e-01	       NaN	3.40000000e+01	2.00000000e+00	1.00000000e+00	wt
248	1.46875000e+00	MCF7	control	Division	9.73204685e-01	       NaN	3.40000000e+01	3.00000000e+00	1.00000000e+00	wt
249	6.97916667e-01	MCF7	control	Division	3.28225806e-01	       NaN	3.50000000e+01	1.00000000e+00	0.00000000e+00	wt
250	8.54166667e-01	MCF7	control	Division	4.25998464e-01	       NaN	3.50000000e+01	2.00000000e+00	1.00000000e+00	wt
251	9.47916667e-01	MCF7	control	Division	4.60560676e-01	       NaN	3.50000000e+01	3.00000000e+00	1.00000000e+00	wt
252	9.16666667e-01	MCF7	control	Division	4.75806452e-01	       NaN	3.60000000e+01	1.00000000e+00	0.00000000e+00	wt
253	7.50000000e-01	MCF7	control	Division	3.72110215e-01	       NaN	3.60000000e+01	2.00000000e+00	1.00000000e+00	wt
254	7.39583333e-01	MCF7	control	Division	3.94921275e-01	       NaN	3.60000000e+01	3.00000000e+00	1.00000000e+00	wt
255	7.39583333e-01	MCF7	control	Division	2.95506912e-01	       NaN	3.70000000e+01	1.00000000e+00	0.00000000e+00	wt
256	8.43750000e-01	MCF7	control	Division	4.14285714e-01	       NaN	3.70000000e+01	2.00000000e+00	1.00000000e+00	wt
257	8.75000000e-01	MCF7	control	Division	4.81105991e-01	       NaN	3.70000000e+01	3.00000000e+00	1.00000000e+00	wt
258	3.12500000e-02	MCF7	control	Division	       NaN	       NaN	3.80000000e+01	1.00000000e+00	0.00000000e+00	wt
259	8.95833333e-01	MCF7	control	Division	4.13402458e-01	       NaN	3.80000000e+01	2.00000000e+00	1.00000000e+00	wt
260	1.00000000e+00	MCF7	control	Division	4.90591398e-01	       NaN	3.80000000e+01	3.00000000e+00	1.00000000e+00	wt
261	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	1.00000000e+00	1.00000000e+00	0.00000000e+00	wt
262	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	2.00000000e+00	1.00000000e+00	0.00000000e+00	wt
263	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	3.00000000e+00	1.00000000e+00	0.00000000e+00	wt
264	3.70833333e+00	MCF7	dox	Endomitosis	3.54838710e-01	       NaN	4.00000000e+00	1.00000000e+00	0.00000000e+00	wt
265	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	5.00000000e+00	1.00000000e+00	0.00000000e+00	wt
266	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	6.00000000e+00	1.00000000e+00	0.00000000e+00	wt
267	3.70833333e+00	MCF7	dox	Endomitosis	1.88940092e-01	       NaN	7.00000000e+00	1.00000000e+00	0.00000000e+00	wt
268	1.35416667e-01	MCF7	dox	Division	       NaN	       NaN	8.00000000e+00	1.00000000e+00	0.00000000e+00	wt
269	3.56250000e+00	MCF7	dox	Not complete	       NaN	       NaN	8.00000000e+00	2.00000000e+00	1.00000000e+00	wt
270	3.56250000e+00	MCF7	dox	Not complete	       NaN	       NaN	8.00000000e+00	3.00000000e+00	1.00000000e+00	wt
271	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	9.00000000e+00	1.00000000e+00	0.00000000e+00	wt
272	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	1.00000000e+01	1.00000000e+00	0.00000000e+00	wt
273	3.70833333e+00	MCF7	dox	Not complete	3.71889401e+00	       NaN	1.10000000e+01	1.00000000e+00	0.00000000e+00	wt
274	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	1.20000000e+01	1.00000000e+00	0.00000000e+00	wt
275	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	1.30000000e+01	1.00000000e+00	0.00000000e+00	wt
276	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	1.40000000e+01	1.00000000e+00	0.00000000e+00	wt
277	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	1.50000000e+01	1.00000000e+00	0.00000000e+00	wt
278	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	1.60000000e+01	1.00000000e+00	0.00000000e+00	wt
279	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	1.70000000e+01	1.00000000e+00	0.00000000e+00	wt
280	3.70833333e+00	MCF7	dox	Endomitosis	3.36405530e-01	       NaN	1.80000000e+01	1.00000000e+00	0.00000000e+00	wt
281	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	1.90000000e+01	1.00000000e+00	0.00000000e+00	wt
282	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	2.00000000e+01	1.00000000e+00	0.00000000e+00	wt
283	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	2.10000000e+01	1.00000000e+00	0.00000000e+00	wt
284	3.70833333e+00	MCF7	dox	Endomitosis	4.47004608e-01	       NaN	2.20000000e+01	1.00000000e+00	0.00000000e+00	wt
285	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	2.30000000e+01	1.00000000e+00	0.00000000e+00	wt
286	3.70833333e+00	MCF7	dox	Endomitosis	6.86635945e-01	       NaN	2.40000000e+01	1.00000000e+00	0.00000000e+00	wt
287	3.70833333e+00	MCF7	dox	Endomitosis	6.40552995e-01	       NaN	2.50000000e+01	1.00000000e+00	0.00000000e+00	wt
288	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	2.60000000e+01	1.00000000e+00	0.00000000e+00	wt
289	3.70833333e+00	MCF7	dox	Endomitosis	4.65437788e-01	       NaN	2.70000000e+01	1.00000000e+00	0.00000000e+00	wt
290	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	2.80000000e+01	1.00000000e+00	0.00000000e+00	wt
291	2.29166667e-01	MCF7	dox	Division	       NaN	       NaN	2.90000000e+01	1.00000000e+00	0.00000000e+00	wt
292	3.46875000e+00	MCF7	dox	Not complete	       NaN	       NaN	2.90000000e+01	2.00000000e+00	1.00000000e+00	wt
293	3.46875000e+00	MCF7	dox	Not complete	       NaN	       NaN	2.90000000e+01	3.00000000e+00	1.00000000e+00	wt
294	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	3.00000000e+01	1.00000000e+00	0.00000000e+00	wt
295	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	3.10000000e+01	1.00000000e+00	0.00000000e+00	wt
296	5.41666667e-01	MCF7	dox	Division	       NaN	       NaN	3.20000000e+01	1.00000000e+00	0.00000000e+00	wt
297	3.15625000e+00	MCF7	dox	Not complete	       NaN	       NaN	3.20000000e+01	2.00000000e+00	1.00000000e+00	wt
298	3.15625000e+00	MCF7	dox	Not complete	       NaN	       NaN	3.20000000e+01	3.00000000e+00	1.00000000e+00	wt
299	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	3.30000000e+01	1.00000000e+00	0.00000000e+00	wt
300	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	3.40000000e+01	1.00000000e+00	0.00000000e+00	wt
301	1.77083333e-01	MCF7	dox	Division	       NaN	       NaN	3.50000000e+01	1.00000000e+00	0.00000000e+00	wt
302	3.52083333e+00	MCF7	dox	Not complete	       NaN	       NaN	3.50000000e+01	2.00000000e+00	1.00000000e+00	wt
303	3.52083333e+00	MCF7	dox	Not complete	       NaN	       NaN	3.50000000e+01	3.00000000e+00	1.00000000e+00	wt
304	3.70833333e+00	MCF7	dox	Not complete	3.01843318e+00	       NaN	3.60000000e+01	1.00000000e+00	0.00000000e+00	wt
305	3.70833333e+00	MCF7	dox	Endomitosis	2.07373272e-01	2.85253456e+00	3.70000000e+01	1.00000000e+00	0.00000000e+00	wt
306	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	3.80000000e+01	1.00000000e+00	0.00000000e+00	wt
307	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	3.90000000e+01	1.00000000e+00	0.00000000e+00	wt
308	1.35416667e-01	MCF7	dox	Division	       NaN	       NaN	4.00000000e+01	1.00000000e+00	0.00000000e+00	wt
309	3.56250000e+00	MCF7	dox	Not complete	       NaN	       NaN	4.00000000e+01	2.00000000e+00	1.00000000e+00	wt
310	3.56250000e+00	MCF7	dox	Not complete	       NaN	       NaN	4.00000000e+01	3.00000000e+00	1.00000000e+00	wt
311	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	4.10000000e+01	1.00000000e+00	0.00000000e+00	wt
312	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	4.20000000e+01	1.00000000e+00	0.00000000e+00	wt
313	3.70833333e+00	MCF7	dox	Not complete	3.49769585e+00	       NaN	4.30000000e+01	1.00000000e+00	0.00000000e+00	wt
314	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	4.40000000e+01	1.00000000e+00	0.00000000e+00	wt
315	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	4.50000000e+01	1.00000000e+00	0.00000000e+00	wt
316	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	4.60000000e+01	1.00000000e+00	0.00000000e+00	wt
317	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	4.70000000e+01	1.00000000e+00	0.00000000e+00	wt
318	3.70833333e+00	MCF7	dox	Endomitosis	5.94470046e-01	1.47004608e+00	4.80000000e+01	1.00000000e+00	0.00000000e+00	wt
319	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	4.90000000e+01	1.00000000e+00	0.00000000e+00	wt
320	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	5.00000000e+01	1.00000000e+00	0.00000000e+00	wt
321	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	5.10000000e+01	1.00000000e+00	0.00000000e+00	wt
322	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	5.20000000e+01	1.00000000e+00	0.00000000e+00	wt
323	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	5.30000000e+01	1.00000000e+00	0.00000000e+00	wt
324	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	5.40000000e+01	1.00000000e+00	0.00000000e+00	wt
325	3.70833333e+00	MCF7	dox	Not complete	3.65437788e+00	       NaN	5.50000000e+01	1.00000000e+00	0.00000000e+00	wt
326	4.16666666e-02	MCF7	dox	Division	       NaN	       NaN	5.60000000e+01	1.00000000e+00	0.00000000e+00	wt
327	3.65625000e+00	MCF7	dox	Not complete	       NaN	       NaN	5.60000000e+01	2.00000000e+00	1.00000000e+00	wt
328	3.65625000e+00	MCF7	dox	Not complete	       NaN	       NaN	5.60000000e+01	3.00000000e+00	1.00000000e+00	wt
329	3.70833333e+00	MCF7	dox	Endomitosis	4.56221198e-01	       NaN	5.70000000e+01	1.00000000e+00	0.00000000e+00	wt
330	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	5.80000000e+01	1.00000000e+00	0.00000000e+00	wt
331	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	5.90000000e+01	1.00000000e+00	0.00000000e+00	wt
332	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	6.00000000e+01	1.00000000e+00	0.00000000e+00	wt
333	3.70833333e+00	MCF7	dox	Endomitosis	1.33640553e-01	3.53456221e+00	6.10000000e+01	1.00000000e+00	0.00000000e+00	wt
334	1.56250000e-01	MCF7	dox	Division	       NaN	       NaN	6.20000000e+01	1.00000000e+00	0.00000000e+00	wt
335	3.54166667e+00	MCF7	dox	Not complete	       NaN	       NaN	6.20000000e+01	2.00000000e+00	1.00000000e+00	wt
336	3.54166667e+00	MCF7	dox	Not complete	       NaN	       NaN	6.20000000e+01	3.00000000e+00	1.00000000e+00	wt
337	5.10416667e-01	MCF7	dox	Division	       NaN	       NaN	6.30000000e+01	1.00000000e+00	0.00000000e+00	wt
338	3.18750000e+00	MCF7	dox	Not complete	       NaN	       NaN	6.30000000e+01	2.00000000e+00	1.00000000e+00	wt
339	3.18750000e+00	MCF7	dox	Not complete	       NaN	       NaN	6.30000000e+01	3.00000000e+00	1.00000000e+00	wt
340	2.76041667e+00	MCF7	dox	Apoptosis	       NaN	       NaN	6.40000000e+01	1.00000000e+00	0.00000000e+00	wt
341	3.70833333e+00	MCF7	dox	Endomitosis	4.37788018e-01	       NaN	6.50000000e+01	1.00000000e+00	0.00000000e+00	wt
342	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	6.60000000e+01	1.00000000e+00	0.00000000e+00	wt
343	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	6.70000000e+01	1.00000000e+00	0.00000000e+00	wt
344	3.70833333e+00	MCF7	dox	Endomitosis	3.27188940e-01	       NaN	6.80000000e+01	1.00000000e+00	0.00000000e+00	wt
345	3.70833333e+00	MCF7	dox	Not complete	       NaN	       NaN	6.90000000e+01	1.00000000e+00	0.00000000e+00	wt
346	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	1.00000000e+00	1.00000000e+00	0.00000000e+00	wt
347	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	2.00000000e+00	1.00000000e+00	0.00000000e+00	wt
348	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	3.00000000e+00	1.00000000e+00	0.00000000e+00	wt
349	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	4.00000000e+00	1.00000000e+00	0.00000000e+00	wt
350	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	5.00000000e+00	1.00000000e+00	0.00000000e+00	wt
351	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	6.00000000e+00	1.00000000e+00	0.00000000e+00	wt
352	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	7.00000000e+00	1.00000000e+00	0.00000000e+00	wt
353	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	8.00000000e+00	1.00000000e+00	0.00000000e+00	wt
354	7.29166666e-02	MCF7	nut	Division	       NaN	       NaN	9.00000000e+00	1.00000000e+00	0.00000000e+00	wt
355	3.62500000e+00	MCF7	nut	Not complete	       NaN	       NaN	9.00000000e+00	2.00000000e+00	1.00000000e+00	wt
356	7.81250000e-01	MCF7	nut	Apoptosis	7.68049155e-01	       NaN	9.00000000e+00	3.00000000e+00	1.00000000e+00	wt
357	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	1.00000000e+01	1.00000000e+00	0.00000000e+00	wt
358	2.06250000e+00	MCF7	nut	Apoptosis	1.87211982e-01	       NaN	1.10000000e+01	1.00000000e+00	0.00000000e+00	wt
359	1.66666667e-01	MCF7	nut	Division	       NaN	       NaN	1.20000000e+01	1.00000000e+00	0.00000000e+00	wt
360	2.22916667e+00	MCF7	nut	Apoptosis	       NaN	       NaN	1.20000000e+01	2.00000000e+00	1.00000000e+00	wt
361	2.26041667e+00	MCF7	nut	Apoptosis	       NaN	       NaN	1.20000000e+01	3.00000000e+00	1.00000000e+00	wt
362	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	1.30000000e+01	1.00000000e+00	0.00000000e+00	wt
363	1.79166667e+00	MCF7	nut	Apoptosis	       NaN	       NaN	1.40000000e+01	1.00000000e+00	0.00000000e+00	wt
364	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	1.50000000e+01	1.00000000e+00	0.00000000e+00	wt
365	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	1.60000000e+01	1.00000000e+00	0.00000000e+00	wt
366	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	1.70000000e+01	1.00000000e+00	0.00000000e+00	wt
367	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	1.80000000e+01	1.00000000e+00	0.00000000e+00	wt
368	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	1.90000000e+01	1.00000000e+00	0.00000000e+00	wt
369	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	2.00000000e+01	1.00000000e+00	0.00000000e+00	wt
370	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	2.10000000e+01	1.00000000e+00	0.00000000e+00	wt
371	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	2.20000000e+01	1.00000000e+00	0.00000000e+00	wt
372	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	2.30000000e+01	1.00000000e+00	0.00000000e+00	wt
373	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	2.40000000e+01	1.00000000e+00	0.00000000e+00	wt
374	1.66666667e-01	MCF7	nut	Division	       NaN	       NaN	2.50000000e+01	1.00000000e+00	0.00000000e+00	wt
375	3.53125000e+00	MCF7	nut	Not complete	       NaN	       NaN	2.50000000e+01	2.00000000e+00	1.00000000e+00	wt
376	3.53125000e+00	MCF7	nut	Not complete	       NaN	       NaN	2.50000000e+01	3.00000000e+00	1.00000000e+00	wt
377	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	2.60000000e+01	1.00000000e+00	0.00000000e+00	wt
378	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	2.70000000e+01	1.00000000e+00	0.00000000e+00	wt
379	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	2.80000000e+01	1.00000000e+00	0.00000000e+00	wt
380	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	2.90000000e+01	1.00000000e+00	0.00000000e+00	wt
381	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	3.00000000e+01	1.00000000e+00	0.00000000e+00	wt
382	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	3.10000000e+01	1.00000000e+00	0.00000000e+00	wt
383	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	3.20000000e+01	1.00000000e+00	0.00000000e+00	wt
384	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	3.30000000e+01	1.00000000e+00	0.00000000e+00	wt
385	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	3.40000000e+01	1.00000000e+00	0.00000000e+00	wt
386	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	3.50000000e+01	1.00000000e+00	0.00000000e+00	wt
387	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	3.60000000e+01	1.00000000e+00	0.00000000e+00	wt
388	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	3.70000000e+01	1.00000000e+00	0.00000000e+00	wt
389	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	3.80000000e+01	1.00000000e+00	0.00000000e+00	wt
390	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	3.90000000e+01	1.00000000e+00	0.00000000e+00	wt
391	9.37500000e-02	MCF7	nut	Division	       NaN	       NaN	4.00000000e+01	1.00000000e+00	0.00000000e+00	wt
392	3.60416667e+00	MCF7	nut	Not complete	       NaN	       NaN	4.00000000e+01	2.00000000e+00	1.00000000e+00	wt
393	3.60416667e+00	MCF7	nut	Not complete	       NaN	       NaN	4.00000000e+01	3.00000000e+00	1.00000000e+00	wt
394	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	4.10000000e+01	1.00000000e+00	0.00000000e+00	wt
395	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	4.20000000e+01	1.00000000e+00	0.00000000e+00	wt
396	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	4.30000000e+01	1.00000000e+00	0.00000000e+00	wt
397	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	4.40000000e+01	1.00000000e+00	0.00000000e+00	wt
398	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	4.50000000e+01	1.00000000e+00	0.00000000e+00	wt
399	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	4.60000000e+01	1.00000000e+00	0.00000000e+00	wt
400	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	4.70000000e+01	1.00000000e+00	0.00000000e+00	wt
401	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	4.80000000e+01	1.00000000e+00	0.00000000e+00	wt
402	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	4.90000000e+01	1.00000000e+00	0.00000000e+00	wt
403	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	5.00000000e+01	1.00000000e+00	0.00000000e+00	wt
404	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	5.10000000e+01	1.00000000e+00	0.00000000e+00	wt
405	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	5.20000000e+01	1.00000000e+00	0.00000000e+00	wt
406	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	5.30000000e+01	1.00000000e+00	0.00000000e+00	wt
407	3.54166667e-01	MCF7	nut	Apoptosis	       NaN	       NaN	5.40000000e+01	1.00000000e+00	0.00000000e+00	wt
408	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	5.50000000e+01	1.00000000e+00	0.00000000e+00	wt
409	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	5.60000000e+01	1.00000000e+00	0.00000000e+00	wt
410	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	5.70000000e+01	1.00000000e+00	0.00000000e+00	wt
411	3.70833333e+00	MCF7	nut	Endomitosis	2.53456221e-01	       NaN	5.80000000e+01	1.00000000e+00	0.00000000e+00	wt
412	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	5.90000000e+01	1.00000000e+00	0.00000000e+00	wt
413	1.35416667e-01	MCF7	nut	Division	       NaN	       NaN	6.00000000e+01	1.00000000e+00	0.00000000e+00	wt
414	3.56250000e+00	MCF7	nut	Not complete	       NaN	       NaN	6.00000000e+01	2.00000000e+00	1.00000000e+00	wt
415	3.56250000e+00	MCF7	nut	Not complete	       NaN	       NaN	6.00000000e+01	3.00000000e+00	1.00000000e+00	wt
416	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	6.10000000e+01	1.00000000e+00	0.00000000e+00	wt
417	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	6.20000000e+01	1.00000000e+00	0.00000000e+00	wt
418	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	6.30000000e+01	1.00000000e+00	0.00000000e+00	wt
419	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	6.40000000e+01	1.00000000e+00	0.00000000e+00	wt
420	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	6.50000000e+01	1.00000000e+00	0.00000000e+00	wt
421	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	6.60000000e+01	1.00000000e+00	0.00000000e+00	wt
422	3.70833333e+00	MCF7	nut	Not complete	       NaN	       NaN	6.70000000e+01	1.00000000e+00	0.00000000e+00	wt
423	2.44444444e-01	mda-mb231	control	Division	       NaN	       NaN	1.00000000e+00	1.00000000e+00	0.00000000e+00	mut
424	1.52777778e+00	mda-mb231	control	Division	1.02834101e+00	       NaN	1.00000000e+00	2.00000000e+00	1.00000000e+00	mut
425	1.59444444e+00	mda-mb231	control	Division	1.06290323e+00	       NaN	1.00000000e+00	3.00000000e+00	1.00000000e+00	mut
426	1.88888889e-01	mda-mb231	control	Division	       NaN	       NaN	2.00000000e+00	1.00000000e+00	0.00000000e+00	mut
427	2.14444444e+00	mda-mb231	control	Division	6.66730671e-01	       NaN	2.00000000e+00	2.00000000e+00	1.00000000e+00	mut
428	9.55555556e-01	mda-mb231	control	Division	2.20046083e-01	       NaN	3.00000000e+00	1.00000000e+00	0.00000000e+00	mut
429	9.50000000e-01	mda-mb231	control	Division	3.35253456e-01	       NaN	4.00000000e+00	1.00000000e+00	0.00000000e+00	mut
430	1.62222222e+00	mda-mb231	control	Division	7.77624168e-01	       NaN	4.00000000e+00	3.00000000e+00	1.00000000e+00	mut
431	9.72222222e-01	mda-mb231	control	Division	3.21428571e-01	       NaN	5.00000000e+00	1.00000000e+00	0.00000000e+00	mut
432	1.27222222e+00	mda-mb231	control	Division	5.17153098e-01	       NaN	5.00000000e+00	2.00000000e+00	1.00000000e+00	mut
